sentiment_label,sentiment_score,sentiment_polarity,fatigue_total,fatigue_word_density,fatigue_physical,fatigue_mental,fatigue_schedule,fatigue_injury,fatigue_motivation,avg_sentence_len,type_token_ratio,first_person_rate,negation_rate,word_count,llm_fatigue_label,llm_fatigue_confidence,llm_reason,nlp_processed
POSITIVE,0.031056344509124756,0.0311,1,0.1715,0,0,1,0,0,8.7,0.3676,0.0958,0.0035,574,,,,1
NEGATIVE,0.3981247693300247,-0.3981,8,0.5096,3,0,1,3,1,12.07,0.264,0.0668,0.0077,1557,,,,1
POSITIVE,0.019568055868148804,0.0196,2,0.365,0,0,0,0,2,10.17,0.3581,0.0761,0.0204,539,,,,1
NEGATIVE,0.9962853789329529,-0.9963,4,0.6098,3,0,0,0,1,12.02,0.3575,0.0986,0.0062,649,,,,1
NEGATIVE,0.43929323554039,-0.4393,3,0.2033,0,0,1,0,2,8.56,0.2691,0.0745,0.0075,1464,,,,1
POSITIVE,0.99986732006073,0.9999,0,0.0,0,0,0,0,0,8.0,0.675,0.125,0.0,40,,,,1
POSITIVE,0.2839849789937337,0.284,0,0.0,0,0,0,0,0,9.3,0.3071,0.0786,0.0134,967,,,,1
POSITIVE,0.994901031255722,0.9949,1,0.1727,0,0,0,0,1,10.96,0.3895,0.1053,0.0105,570,,,,1
POSITIVE,0.9968380928039551,0.9968,5,0.4638,1,0,1,0,3,10.74,0.3114,0.0913,0.0047,1063,,,,1
POSITIVE,0.9960813224315643,0.9961,1,0.1618,0,0,0,0,1,15.15,0.3366,0.0743,0.0066,606,,,,1
NEGATIVE,0.028629213571548462,-0.0286,13,0.6092,1,0,1,10,1,14.13,0.2094,0.0797,0.009,2120,,,,1
POSITIVE,0.4851685166358948,0.4852,2,0.1595,0,0,0,0,2,13.64,0.3328,0.062,0.0032,1241,,,,1
POSITIVE,0.998902161916097,0.9989,1,0.0985,0,0,1,0,0,9.77,0.3131,0.0517,0.004,1006,,,,1
POSITIVE,0.9985632300376892,0.9986,0,0.0,0,0,0,0,0,6.74,0.4241,0.0897,0.0,290,,,,1
POSITIVE,0.5648425370454788,0.5648,2,0.1546,1,0,0,1,0,9.25,0.3143,0.0807,0.0102,1276,,,,1
POSITIVE,0.9974650740623474,0.9975,0,0.0,0,0,0,0,0,10.71,0.3067,0.0613,0.0068,1467,,,,1
POSITIVE,0.002104848623275757,0.0021,0,0.0,0,0,0,0,0,9.7,0.3185,0.0723,0.0015,650,,,,1
POSITIVE,0.9884131252765656,0.9884,0,0.0,0,0,0,0,0,10.6,0.3398,0.0879,0.0065,774,,,,1
NEGATIVE,0.16806954145431519,-0.1681,5,0.6321,1,0,1,2,1,8.49,0.3299,0.0453,0.0194,773,,,,1
NEGATIVE,0.8258358240127563,-0.8258,0,0.0,0,0,0,0,0,7.0,0.8857,0.0857,0.0,35,,,,1
POSITIVE,0.9977734684944153,0.9978,0,0.0,0,0,0,0,0,9.91,0.4128,0.0856,0.0031,327,,,,1
POSITIVE,0.47002115845680237,0.47,1,0.0644,0,0,0,0,1,11.45,0.284,0.0498,0.0188,1546,,,,1
POSITIVE,0.9974007606506348,0.9974,0,0.0,0,0,0,0,0,13.5,0.8148,0.0185,0.0,54,,,,1
POSITIVE,0.05124440789222717,0.0512,2,0.0975,1,0,1,0,0,9.96,0.2447,0.0827,0.0079,2031,,,,1
POSITIVE,0.9766148626804352,0.9766,3,0.4823,3,0,0,0,0,7.3,0.3997,0.0734,0.0065,613,,,,1
POSITIVE,0.9992972612380981,0.9993,0,0.0,0,0,0,0,0,7.19,0.5565,0.0435,0.0087,230,,,,1
POSITIVE,0.9986196458339691,0.9986,2,0.1571,0,0,0,1,1,9.88,0.2991,0.0918,0.0071,1264,,,,1
POSITIVE,0.5342859476804733,0.5343,0,0.0,0,0,0,0,0,11.21,0.2857,0.0718,0.0041,1211,,,,1
POSITIVE,0.9971953332424164,0.9972,2,0.2837,1,0,0,0,1,12.45,0.3113,0.0846,0.01,697,,,,1
POSITIVE,0.4249722361564636,0.425,3,0.2549,1,0,1,1,0,10.73,0.3009,0.0863,0.0043,1170,,,,1
POSITIVE,0.998596171538035,0.9986,1,0.0977,0,1,0,0,0,12.3,0.3222,0.0686,0.002,1021,,,,1
NEGATIVE,0.9996026158332825,-0.9996,0,0.0,0,0,0,0,0,11.79,0.4364,0.0515,0.0061,330,,,,1
NEGATIVE,0.10507453978061676,-0.1051,8,0.2957,2,0,2,0,4,10.81,0.2272,0.0675,0.0112,2681,,,,1
POSITIVE,0.5635733306407928,0.5636,3,0.1438,1,0,0,1,1,9.85,0.247,0.0783,0.0053,2069,,,,1
POSITIVE,0.9964438378810883,0.9964,2,0.361,0,0,0,1,1,10.0,0.36,0.1,0.02,550,,,,1
POSITIVE,0.4354066997766495,0.4354,4,0.3162,1,0,0,3,0,10.46,0.2787,0.0859,0.008,1245,,,,1
POSITIVE,0.9989262819290161,0.9989,1,0.2326,0,0,0,1,0,8.35,0.4249,0.0775,0.0047,426,,,,1
POSITIVE,0.9894604235887527,0.9895,0,0.0,0,0,0,0,0,10.32,0.2603,0.0831,0.0064,2178,,,,1
POSITIVE,0.982879564166069,0.9829,0,0.0,0,0,0,0,0,9.36,0.2856,0.0558,0.0057,1236,,,,1
POSITIVE,0.982879564166069,0.9829,0,0.0,0,0,0,0,0,9.36,0.2856,0.0558,0.0057,1236,,,,1
NEGATIVE,0.4294133186340332,-0.4294,6,0.3937,3,1,1,1,0,10.52,0.2606,0.0811,0.0206,1504,,,,1
POSITIVE,0.49330297112464905,0.4933,2,0.1121,0,0,1,1,0,9.55,0.2548,0.0651,0.0096,1766,,,,1
POSITIVE,0.9992929697036743,0.9993,0,0.0,0,0,0,0,0,8.58,0.4434,0.0971,0.0097,309,,,,1
NEGATIVE,0.9991143345832825,-0.9991,0,0.0,0,0,0,0,0,6.12,0.8571,0.102,0.0,49,,,,1
NEGATIVE,0.9997560381889343,-0.9998,0,0.0,0,0,0,0,0,8.14,0.7368,0.0351,0.0351,57,,,,1
POSITIVE,0.9976141005754471,0.9976,2,0.1068,0,0,0,1,1,10.24,0.2605,0.0647,0.0049,1854,,,,1
POSITIVE,0.9993575215339661,0.9994,0,0.0,0,0,0,0,0,10.9,0.4684,0.0538,0.0032,316,,,,1
POSITIVE,0.9981368780136108,0.9981,2,0.1923,0,0,1,1,0,9.04,0.2987,0.0824,0.0116,1031,,,,1
POSITIVE,0.9989189207553864,0.9989,1,0.1357,0,0,0,1,0,9.42,0.3297,0.08,0.0014,725,,,,1
POSITIVE,0.9995013475418091,0.9995,0,0.0,0,0,0,0,0,9.8,0.4939,0.1102,0.0122,245,,,,1
NEGATIVE,0.017335355281829834,-0.0173,6,0.4249,0,0,0,0,6,11.78,0.2568,0.0691,0.0072,1390,,,,1
POSITIVE,0.9991645812988281,0.9992,0,0.0,0,0,0,0,0,14.6,0.6438,0.0822,0.0,73,,,,1
POSITIVE,0.4809004068374634,0.4809,0,0.0,0,0,0,0,0,9.32,0.338,0.0848,0.015,932,,,,1
POSITIVE,0.988827645778656,0.9888,3,0.212,0,0,1,0,2,11.98,0.2753,0.0563,0.005,1402,,,,1
POSITIVE,0.9998193383216858,0.9998,0,0.0,0,0,0,0,0,8.0,0.7679,0.0714,0.0,56,,,,1
POSITIVE,0.9938580095767975,0.9939,0,0.0,0,0,0,0,0,11.77,0.3092,0.0501,0.0125,1436,,,,1
POSITIVE,0.9559216797351837,0.9559,0,0.0,0,0,0,0,0,8.94,0.2824,0.0709,0.0014,733,,,,1
POSITIVE,0.9543009400367737,0.9543,6,0.6243,0,0,5,1,0,10.69,0.2965,0.0553,0.0032,941,,,,1
NEGATIVE,0.9905840158462524,-0.9906,3,0.2079,1,2,0,0,0,11.63,0.2734,0.0552,0.0168,1430,,,,1
POSITIVE,0.05543062090873718,0.0554,5,0.2509,2,0,0,0,3,12.55,0.2635,0.098,0.0102,1970,,,,1
POSITIVE,0.3479996919631958,0.348,0,0.0,0,0,0,0,0,12.12,0.2605,0.0718,0.0064,933,,,,1
NEGATIVE,0.7919608354568481,-0.792,1,0.1064,0,0,0,0,1,10.94,0.2989,0.1,0.0065,930,,,,1
POSITIVE,0.23489812016487122,0.2349,2,0.2591,0,0,0,0,2,11.83,0.3563,0.052,0.0182,769,,,,1
POSITIVE,0.9980635046958923,0.9981,0,0.0,0,0,0,0,0,11.4,0.8246,0.0702,0.0,57,,,,1
POSITIVE,0.02594858407974243,0.0259,2,0.0845,0,0,0,1,1,9.13,0.219,0.0771,0.0143,2310,,,,1
POSITIVE,0.98614501953125,0.9861,0,0.0,0,0,0,0,0,7.62,0.5355,0.0765,0.0055,183,,,,1
POSITIVE,0.48336027562618256,0.4834,9,0.3972,2,0,1,5,1,13.07,0.2085,0.0935,0.0054,2235,,,,1
POSITIVE,0.9991848170757294,0.9992,1,0.1429,0,0,0,1,0,10.33,0.3136,0.0737,0.0072,692,,,,1
POSITIVE,0.9066802561283112,0.9067,0,0.0,0,0,0,0,0,10.76,0.2519,0.1106,0.0084,1302,,,,1
POSITIVE,0.9960105021794637,0.996,2,0.1873,0,0,0,0,2,11.83,0.317,0.0855,0.0048,1041,,,,1
POSITIVE,0.989090695977211,0.9891,0,0.0,0,0,0,0,0,11.6,0.2444,0.0567,0.006,1833,,,,1
POSITIVE,0.9704440633455912,0.9704,1,0.086,0,0,0,1,0,10.64,0.2916,0.1036,0.0183,1149,,,,1
NEGATIVE,0.0006009340286254883,-0.0006,6,0.2817,3,0,1,0,2,13.15,0.2487,0.0808,0.0086,2091,,,,1
POSITIVE,0.5074614882469177,0.5075,18,0.8072,5,0,3,5,5,11.15,0.217,0.0911,0.0086,2207,,,,1
POSITIVE,0.9920539557933807,0.9921,1,0.1397,0,0,1,0,0,8.85,0.3051,0.1088,0.0042,708,,,,1
POSITIVE,0.8579872846603394,0.858,3,0.2198,3,0,0,0,0,8.69,0.2806,0.0683,0.003,1347,,,,1
NEGATIVE,0.47413504123687744,-0.4741,3,0.1496,0,0,1,2,0,9.66,0.2568,0.0935,0.0045,1990,,,,1
POSITIVE,0.9977986216545105,0.9978,0,0.0,0,0,0,0,0,10.55,0.6121,0.0517,0.0,116,,,,1
NEGATIVE,0.35669875144958496,-0.3567,3,0.223,2,0,0,0,1,7.93,0.2855,0.0778,0.0053,1324,,,,1
POSITIVE,0.9990801016489664,0.9991,2,0.206,0,0,2,0,0,9.44,0.297,0.0717,0.0052,963,,,,1
POSITIVE,0.3685500423113505,0.3686,0,0.0,0,0,0,0,0,11.17,0.2981,0.0857,0.0029,1050,,,,1
NEGATIVE,0.8425352573394775,-0.8425,0,0.0,0,0,0,0,0,12.96,0.3333,0.095,0.0152,726,,,,1
POSITIVE,0.9975065439939499,0.9975,3,0.1336,0,0,3,0,0,9.85,0.2277,0.0849,0.0045,2227,,,,1
POSITIVE,0.9938743909200033,0.9939,0,0.0,0,0,0,0,0,8.43,0.3337,0.0611,0.0061,818,,,,1
POSITIVE,0.9992884993553162,0.9993,0,0.0,0,0,0,0,0,8.32,0.4207,0.0865,0.0048,416,,,,1
POSITIVE,0.9971940517425537,0.9972,0,0.0,0,0,0,0,0,10.51,0.2708,0.1107,0.0104,1156,,,,1
POSITIVE,0.9832002967596054,0.9832,2,0.1645,0,0,1,0,1,9.44,0.3036,0.0842,0.0108,1199,,,,1
POSITIVE,0.9963340163230896,0.9963,4,0.5076,0,0,1,2,1,8.71,0.3058,0.0645,0.0039,775,,,,1
POSITIVE,0.9951795339584351,0.9952,0,0.0,0,0,0,0,0,11.84,0.3031,0.0516,0.0062,1610,,,,1
POSITIVE,0.99929811557134,0.9993,1,0.1156,0,0,1,0,0,9.11,0.3189,0.0619,0.0058,856,,,,1
POSITIVE,0.33062249422073364,0.3306,1,0.1144,0,0,0,1,0,11.37,0.2755,0.0741,0.0035,864,,,,1
POSITIVE,0.18788892030715942,0.1879,0,0.0,0,0,0,0,0,9.95,0.39,0.0574,0.0048,418,,,,1
NEGATIVE,0.5647502094507217,-0.5648,4,0.2323,0,0,1,1,2,10.31,0.2576,0.104,0.0123,1712,,,,1
POSITIVE,0.9991440773010254,0.9991,1,0.2681,1,0,0,0,0,8.27,0.4588,0.0659,0.0055,364,,,,1
POSITIVE,0.9980281889438629,0.998,1,0.1359,0,0,0,1,0,8.17,0.3494,0.0867,0.0193,727,,,,1
POSITIVE,0.09275546669960022,0.0928,4,0.2441,1,0,0,3,0,11.58,0.2348,0.059,0.0087,1610,,,,1
POSITIVE,0.3487987716992696,0.3488,7,0.656,3,0,0,4,0,11.31,0.2937,0.0722,0.0143,1052,,,,1
POSITIVE,0.4978287070989609,0.4978,5,0.1946,1,0,1,3,0,10.63,0.2404,0.0933,0.0051,2529,,,,1
POSITIVE,0.45793573558330536,0.4579,5,0.2899,0,0,2,2,1,13.49,0.2557,0.0887,0.0064,1713,,,,1
POSITIVE,0.9996386170387268,0.9996,3,0.4076,0,0,0,3,0,8.67,0.3077,0.1154,0.0055,728,,,,1
POSITIVE,0.8750468095143636,0.875,1,0.0841,0,0,1,0,0,8.67,0.2579,0.1033,0.0102,1171,,,,1
POSITIVE,0.5077338814735413,0.5077,6,0.4205,0,0,2,3,1,11.14,0.2742,0.0834,0.0028,1415,,,,1
POSITIVE,0.004654616117477417,0.0047,1,0.1754,0,0,0,1,0,10.96,0.3989,0.0304,0.0072,559,,,,1
NEGATIVE,0.995840847492218,-0.9958,0,0.0,0,0,0,0,0,6.06,0.4623,0.1038,0.0094,212,,,,1
POSITIVE,0.9955772558848063,0.9956,3,0.2646,0,0,0,2,1,10.89,0.2995,0.0927,0.0045,1122,,,,1
POSITIVE,0.9894560128450394,0.9895,5,0.3876,1,0,0,4,0,12.49,0.2653,0.0793,0.0031,1274,,,,1
POSITIVE,0.9839392900466919,0.9839,1,0.0407,0,0,1,0,0,13.32,0.2215,0.0734,0.0045,2424,,,,1
POSITIVE,0.9997718930244446,0.9998,0,0.0,0,0,0,0,0,10.5,0.8571,0.0238,0.0,42,,,,1
POSITIVE,0.9928370267152786,0.9928,3,0.1764,0,0,0,0,3,10.4,0.2279,0.095,0.0131,1685,,,,1
POSITIVE,0.9948965460062027,0.9949,5,0.3051,0,0,2,0,3,11.77,0.2654,0.0788,0.0123,1624,,,,1
POSITIVE,0.9924747546513876,0.9925,1,0.1016,0,0,0,1,0,10.49,0.2953,0.056,0.0166,965,,,,1
POSITIVE,0.5861646085977554,0.5862,1,0.072,0,0,1,0,0,13.41,0.2904,0.0536,0.0101,1381,,,,1
POSITIVE,0.9968489706516266,0.9968,0,0.0,0,0,0,0,0,11.34,0.3388,0.0592,0.0055,726,,,,1
POSITIVE,0.47909004986286163,0.4791,2,0.1639,1,0,1,0,0,10.33,0.2994,0.1084,0.0074,1209,,,,1
POSITIVE,0.9912354747454325,0.9912,4,0.381,0,0,0,2,2,9.18,0.3279,0.0916,0.0096,1037,,,,1
NEGATIVE,0.9649307529131571,-0.9649,9,1.0227,1,0,0,7,1,9.84,0.3303,0.0774,0.0254,866,,,,1
POSITIVE,0.9608880281448364,0.9609,3,0.159,0,0,0,3,0,9.56,0.2654,0.0252,0.0059,1865,,,,1
NEGATIVE,0.05591613054275513,-0.0559,2,0.0792,1,0,1,0,0,12.34,0.2427,0.0842,0.0064,2505,,,,1
POSITIVE,0.9985567033290863,0.9986,1,0.0764,0,0,1,0,0,9.25,0.2636,0.0871,0.0047,1286,,,,1
POSITIVE,0.9995563626289368,0.9996,0,0.0,0,0,0,0,0,7.85,0.3368,0.1088,0.0,487,,,,1
NEGATIVE,0.9428910166025162,-0.9429,10,0.4462,0,0,0,9,1,14.2,0.2221,0.0772,0.0067,2229,,,,1
NEGATIVE,0.9506218135356903,-0.9506,2,0.3945,1,0,1,0,0,8.37,0.3865,0.0976,0.004,502,,,,1
POSITIVE,0.4662449210882187,0.4662,6,0.308,1,0,2,2,1,9.41,0.259,0.0691,0.0083,1938,,,,1
POSITIVE,0.9698418080806732,0.9698,0,0.0,0,0,0,0,0,9.62,0.2118,0.0972,0.0083,2635,,,,1
NEGATIVE,0.9114869236946106,-0.9115,13,0.9893,0,0,0,12,1,13.44,0.2699,0.0813,0.0176,1304,,,,1
POSITIVE,0.9978044033050537,0.9978,1,0.0835,0,0,0,1,0,10.19,0.2462,0.0914,0.0118,1182,,,,1
POSITIVE,0.9979099929332733,0.9979,2,0.0689,0,0,1,0,1,9.94,0.2233,0.0821,0.0084,2862,,,,1
NEGATIVE,0.9271848201751709,-0.9272,2,0.3571,1,0,0,1,0,8.54,0.3658,0.0685,0.0108,555,,,,1
POSITIVE,0.9422454535961151,0.9422,3,0.1558,0,1,1,0,1,11.7,0.2421,0.0812,0.0058,1896,,,,1
NEGATIVE,0.007991716265678406,-0.008,11,0.3387,2,0,3,1,5,11.96,0.2063,0.0821,0.0121,3229,,,,1
POSITIVE,0.9909986853599548,0.991,5,0.1983,0,0,2,0,3,11.83,0.2432,0.053,0.0068,2508,,,,1
POSITIVE,0.5458505600690842,0.5459,1,0.0421,0,0,1,0,0,8.93,0.2128,0.0957,0.0132,2340,,,,1
POSITIVE,0.9914931505918503,0.9915,2,0.1093,0,0,0,0,2,8.7,0.2393,0.0814,0.0116,1818,,,,1
POSITIVE,0.9991901516914368,0.9992,0,0.0,0,0,0,0,0,9.14,0.3534,0.0491,0.0042,713,,,,1
POSITIVE,0.459451158841451,0.4595,1,0.1142,1,0,0,0,0,13.76,0.3518,0.0438,0.0069,867,,,,1
POSITIVE,0.9954782724380493,0.9955,0,0.0,0,0,0,0,0,10.34,0.3613,0.0681,0.0032,631,,,,1
POSITIVE,0.9552482962608337,0.9552,9,0.2327,0,0,2,6,1,9.02,0.1925,0.0704,0.006,3808,,,,1
POSITIVE,0.9975222945213318,0.9975,0,0.0,0,0,0,0,0,10.93,0.3124,0.073,0.0092,973,,,,1
POSITIVE,0.20163387060165405,0.2016,0,0.0,0,0,0,0,0,9.19,0.2749,0.075,0.015,1066,,,,1
POSITIVE,0.5697184801101685,0.5697,5,0.1741,0,3,1,1,0,10.91,0.2071,0.0836,0.0073,2859,,,,1
POSITIVE,0.9940513074398041,0.9941,0,0.0,0,0,0,0,0,7.89,0.4187,0.0789,0.0096,418,,,,1
POSITIVE,0.9997422099113464,0.9997,0,0.0,0,0,0,0,0,8.85,0.4408,0.0854,0.0028,363,,,,1
NEGATIVE,0.026207461953163147,-0.0262,2,0.1641,0,0,0,0,2,9.09,0.2837,0.0397,0.0207,1209,,,,1
NEGATIVE,0.026207461953163147,-0.0262,2,0.1641,0,0,0,0,2,9.09,0.2837,0.0397,0.0207,1209,,,,1
POSITIVE,0.07613444328308105,0.0761,3,0.4405,1,0,1,1,0,11.28,0.3953,0.0756,0.0145,688,,,,1
POSITIVE,0.43301352858543396,0.433,9,0.3356,2,0,4,1,2,13.48,0.2376,0.0745,0.012,2656,,,,1
POSITIVE,0.4929731786251068,0.493,3,0.2431,0,0,0,2,1,10.98,0.2715,0.0919,0.0098,1219,,,,1
POSITIVE,0.9958304017782211,0.9958,1,0.0509,0,0,0,0,1,8.31,0.236,0.0729,0.0127,1962,,,,1
POSITIVE,0.9965513944625854,0.9966,1,0.1825,0,0,0,1,0,11.91,0.385,0.073,0.0128,548,,,,1
POSITIVE,0.9997617602348328,0.9998,0,0.0,0,0,0,0,0,9.22,0.533,0.0425,0.0047,212,,,,1
POSITIVE,0.5182849168777466,0.5183,0,0.0,0,0,0,0,0,13.38,0.2564,0.0755,0.0125,1365,,,,1
POSITIVE,0.9666033387184143,0.9666,0,0.0,0,0,0,0,0,15.71,0.4818,0.0773,0.0,220,,,,1
POSITIVE,0.49426373839378357,0.4943,6,0.2711,2,0,1,1,2,14.37,0.2292,0.0523,0.0045,2199,,,,1
NEGATIVE,0.08846354484558105,-0.0885,0,0.0,0,0,0,0,0,12.92,0.2885,0.0745,0.0131,1369,,,,1
POSITIVE,0.46632228295008343,0.4663,0,0.0,0,0,0,0,0,10.75,0.3296,0.0863,0.009,892,,,,1
POSITIVE,0.9970338940620422,0.997,3,0.3922,0,0,0,0,3,9.68,0.3444,0.0768,0.0106,755,,,,1
POSITIVE,0.9007427394390106,0.9007,1,0.1295,0,0,1,0,0,12.37,0.3364,0.0756,0.0026,767,,,,1
POSITIVE,0.5127904415130615,0.5128,1,0.0806,0,0,0,1,0,9.18,0.3104,0.0721,0.009,1221,,,,1
POSITIVE,0.32892463604609173,0.3289,2,0.1761,1,0,0,1,0,10.24,0.3046,0.0924,0.0027,1126,,,,1
POSITIVE,0.5220836699008942,0.5221,2,0.069,0,0,0,0,2,13.42,0.2121,0.0873,0.0094,2885,,,,1
POSITIVE,0.9895287950833639,0.9895,1,0.0837,0,0,1,0,0,12.6,0.2728,0.0718,0.0059,1184,,,,1
NEGATIVE,0.9650445282459259,-0.965,1,0.1475,0,0,1,0,0,10.07,0.3556,0.0785,0.0059,675,,,,1
POSITIVE,0.9019589722156525,0.902,2,0.2597,0,0,2,0,0,10.3,0.3727,0.0551,0.0013,762,,,,1
POSITIVE,0.45946168899536133,0.4595,1,0.0714,1,0,0,0,0,10.45,0.259,0.1079,0.0079,1390,,,,1
POSITIVE,0.9845005422830582,0.9845,0,0.0,0,0,0,0,0,12.18,0.3118,0.0539,0.0058,1206,,,,1
POSITIVE,0.2804601589838664,0.2805,1,0.103,0,0,0,0,1,7.9,0.3423,0.0768,0.0114,964,,,,1
POSITIVE,0.503375694155693,0.5034,0,0.0,0,0,0,0,0,11.97,0.2603,0.0582,0.0055,1460,,,,1
POSITIVE,0.9790081828832626,0.979,0,0.0,0,0,0,0,0,13.66,0.2596,0.0888,0.0044,1352,,,,1
NEGATIVE,0.5033302456140518,-0.5033,4,0.2782,0,0,0,4,0,11.08,0.2715,0.0798,0.007,1429,,,,1
NEGATIVE,0.08268743753433228,-0.0827,0,0.0,0,0,0,0,0,13.05,0.3996,0.06,0.0104,483,,,,1
POSITIVE,0.45229673385620117,0.4523,3,0.1579,2,0,0,1,0,14.71,0.2508,0.0869,0.0047,1898,,,,1
POSITIVE,0.949919119477272,0.9499,3,0.1541,1,0,1,0,1,14.28,0.2417,0.0612,0.0083,1928,,,,1
NEGATIVE,0.47167113423347473,-0.4717,2,0.1035,0,0,2,0,0,13.42,0.2387,0.0615,0.0135,1919,,,,1
POSITIVE,0.21997976303100586,0.22,5,0.4167,0,0,0,3,2,11.11,0.2775,0.0622,0.0219,1189,,,,1
NEGATIVE,0.8625115752220154,-0.8625,1,0.3257,0,0,1,0,0,14.52,0.4623,0.0754,0.0131,305,,,,1
POSITIVE,0.7214265664418539,0.7214,3,0.2532,3,0,0,0,0,9.73,0.311,0.0875,0.011,1177,,,,1
POSITIVE,0.18414390087127686,0.1841,0,0.0,0,0,0,0,0,11.64,0.3154,0.0793,0.0104,1059,,,,1
NEGATIVE,0.32838141918182373,-0.3284,1,0.1167,0,0,1,0,0,8.42,0.3388,0.0494,0.0047,850,,,,1
POSITIVE,0.9975060224533081,0.9975,4,0.37,3,0,0,1,0,10.66,0.3096,0.1088,0.0066,1066,,,,1
POSITIVE,0.9986668626467387,0.9987,2,0.1955,0,0,1,0,1,10.59,0.3058,0.0757,0.0039,1017,,,,1
POSITIVE,0.9718631207942963,0.9719,0,0.0,0,0,0,0,0,9.17,0.2706,0.0774,0.0033,1201,,,,1
POSITIVE,0.9903501272201538,0.9904,0,0.0,0,0,0,0,0,11.21,0.3877,0.0615,0.0185,325,,,,1
POSITIVE,0.9980424046516418,0.998,2,0.2439,1,0,0,1,0,10.06,0.323,0.1056,0.0149,805,,,,1
POSITIVE,0.9962613582611084,0.9963,2,0.1957,0,0,0,1,1,10.65,0.3221,0.086,0.0049,1012,,,,1
POSITIVE,0.9995833039283752,0.9996,2,0.2915,0,0,1,1,0,8.1,0.3618,0.0676,0.0059,680,,,,1
POSITIVE,0.8939787447452545,0.894,1,0.0728,0,0,0,0,1,10.44,0.2734,0.0855,0.0111,1357,,,,1
POSITIVE,0.3179115255673726,0.3179,5,0.4409,1,0,0,3,1,11.35,0.2874,0.113,0.008,1124,,,,1
NEGATIVE,0.0099153071641922,-0.0099,5,0.3759,3,0,0,1,1,15.7,0.2805,0.0652,0.0099,1319,,,,1
NEGATIVE,0.036765798926353455,-0.0368,3,0.2053,0,1,2,0,0,10.03,0.293,0.1025,0.0083,1454,,,,1
POSITIVE,0.8539625108242035,0.854,1,0.1325,0,0,1,0,0,10.07,0.3275,0.0832,0.0054,745,,,,1
POSITIVE,0.27975988388061523,0.2798,1,0.0993,0,0,0,1,0,12.68,0.3134,0.0549,0.003,1002,,,,1
POSITIVE,0.9986989796161652,0.9987,0,0.0,0,0,0,0,0,11.3,0.3578,0.0847,0.0038,531,,,,1
NEGATIVE,0.3053884108861287,-0.3054,1,0.0843,0,0,1,0,0,9.68,0.3032,0.1067,0.0077,1171,,,,1
NEGATIVE,0.28401172161102295,-0.284,5,0.4686,0,0,5,0,0,13.82,0.3111,0.0498,0.0028,1064,,,,1
POSITIVE,0.5056336522102356,0.5056,6,0.3064,0,0,0,4,2,13.76,0.2469,0.0861,0.0057,1940,,,,1
POSITIVE,0.5007648766040802,0.5008,4,0.2203,1,0,2,1,0,9.72,0.2367,0.078,0.0088,1808,,,,1
POSITIVE,0.006757974624633789,0.0068,1,0.0715,0,0,0,0,1,13.94,0.2769,0.0717,0.0072,1394,,,,1
POSITIVE,0.7318360805511475,0.7318,1,0.2525,0,0,1,0,0,13.13,0.4137,0.0533,0.0102,394,,,,1
POSITIVE,0.998110294342041,0.9981,2,0.1825,0,0,1,1,0,11.87,0.2963,0.0806,0.0019,1080,,,,1
POSITIVE,0.06953164935112,0.0695,4,0.2599,1,0,1,2,0,14.01,0.2639,0.0766,0.0065,1527,,,,1
POSITIVE,0.9580865353345871,0.9581,5,0.3497,0,0,4,1,0,9.72,0.2763,0.0846,0.0078,1419,,,,1
POSITIVE,0.9971099495887756,0.9971,0,0.0,0,0,0,0,0,13.91,0.4144,0.0571,0.0042,473,,,,1
POSITIVE,0.9245816667874655,0.9246,3,0.3484,0,0,2,0,1,10.94,0.3329,0.0586,0.0117,853,,,,1
POSITIVE,0.9963295161724091,0.9963,1,0.0684,0,0,1,0,0,10.76,0.272,0.0551,0.0083,1452,,,,1
POSITIVE,0.9969722628593445,0.997,4,0.3276,1,0,1,2,0,10.71,0.3124,0.0777,0.0033,1210,,,,1
POSITIVE,0.9889431744813919,0.9889,0,0.0,0,0,0,0,0,13.18,0.2772,0.0729,0.0036,1371,,,,1
POSITIVE,0.9864783883094788,0.9865,0,0.0,0,0,0,0,0,10.41,0.4294,0.0841,0.003,333,,,,1
POSITIVE,0.4002161771059036,0.4002,2,0.1127,0,0,0,0,2,12.73,0.2414,0.0921,0.022,1769,,,,1
POSITIVE,0.9994344711303711,0.9994,0,0.0,0,0,0,0,0,10.69,0.3255,0.0989,0.0036,556,,,,1
POSITIVE,0.9963340759277344,0.9963,2,0.1524,0,0,0,1,1,8.82,0.277,0.0934,0.0085,1296,,,,1
POSITIVE,0.9997065663337708,0.9997,0,0.0,0,0,0,0,0,7.1,0.4704,0.093,0.0028,355,,,,1
POSITIVE,0.02516627311706543,0.0252,3,0.1645,0,0,0,0,3,11.51,0.2601,0.0946,0.0094,1807,,,,1
POSITIVE,0.996216893196106,0.9962,4,0.442,0,0,0,0,4,8.1,0.299,0.0747,0.0125,883,,,,1
POSITIVE,0.9356370717287064,0.9356,3,0.2108,0,0,3,0,0,10.8,0.2735,0.0662,0.0057,1404,,,,1
POSITIVE,0.9885073304176331,0.9885,7,0.9986,0,0,0,5,2,8.66,0.3651,0.0722,0.0216,693,,,,1
POSITIVE,0.4950944632291794,0.4951,3,0.2013,2,0,0,1,0,15.38,0.2568,0.0718,0.0075,1476,,,,1
