sentiment_label,sentiment_score,sentiment_polarity,fatigue_total,fatigue_word_density,fatigue_physical,fatigue_mental,fatigue_schedule,fatigue_injury,fatigue_motivation,avg_sentence_len,type_token_ratio,first_person_rate,negation_rate,word_count,llm_fatigue_label,llm_fatigue_confidence,llm_reason,nlp_processed
POSITIVE,0.9864624937375387,0.9865,1,0.1029,0,0,0,0,1,10.43,0.3115,0.0781,0.0063,960,,,,1
POSITIVE,0.048913389444351196,0.0489,0,0.0,0,0,0,0,0,13.26,0.3464,0.0601,0.0112,716,,,,1
NEGATIVE,0.02058476209640503,-0.0206,15,0.7232,8,1,3,1,2,12.79,0.234,0.0777,0.0094,2021,,,,1
POSITIVE,0.7670491933822632,0.767,1,0.7463,0,0,0,1,0,14.78,0.6992,0.0902,0.015,133,,,,1
POSITIVE,0.9863670170307159,0.9864,1,0.1408,0,0,1,0,0,11.38,0.3602,0.0519,0.0043,694,,,,1
POSITIVE,0.9997280240058899,0.9997,0,0.0,0,0,0,0,0,8.3,0.6084,0.0482,0.0,166,,,,1
POSITIVE,0.5285486727952957,0.5285,6,0.2228,3,0,0,2,1,12.31,0.2252,0.0929,0.0113,2660,,,,1
POSITIVE,0.9998557567596436,0.9999,0,0.0,0,0,0,0,0,8.0,0.6538,0.1058,0.0,104,,,,1
POSITIVE,0.9623804986476898,0.9624,4,0.565,0,0,1,3,0,10.71,0.3434,0.0632,0.0129,696,,,,1
POSITIVE,0.9890203177928925,0.989,0,0.0,0,0,0,0,0,10.49,0.3961,0.0733,0.0024,409,,,,1
POSITIVE,0.9893207103013992,0.9893,2,0.1553,0,0,2,0,0,11.57,0.2726,0.066,0.0094,1273,,,,1
NEGATIVE,0.5045477896928787,-0.5045,1,0.0485,0,0,0,1,0,12.33,0.2101,0.0987,0.0107,2047,,,,1
POSITIVE,0.588665321469307,0.5887,2,0.0894,0,0,0,2,0,12.53,0.2471,0.0631,0.0054,2218,,,,1
POSITIVE,0.9995125532150269,0.9995,0,0.0,0,0,0,0,0,10.62,0.4565,0.0616,0.0036,276,,,,1
POSITIVE,0.8395719528198242,0.8396,1,0.122,0,0,1,0,0,12.15,0.2924,0.0663,0.0074,814,,,,1
POSITIVE,0.9919876257578532,0.992,11,0.9658,2,0,2,7,0,16.59,0.2775,0.0904,0.0098,1128,,,,1
POSITIVE,0.5316458642482758,0.5316,1,0.0733,0,0,0,1,0,13.98,0.2796,0.073,0.0066,1370,,,,1
POSITIVE,0.9713984578847885,0.9714,0,0.0,0,0,0,0,0,14.96,0.2315,0.0601,0.0202,1780,,,,1
POSITIVE,0.9961157292127609,0.9961,3,0.1754,2,0,0,0,1,14.0,0.229,0.0614,0.0059,1694,,,,1
POSITIVE,0.21778430541356406,0.2178,1,0.0923,1,0,0,0,0,9.94,0.2945,0.0643,0.0075,1073,,,,1
POSITIVE,0.998308002948761,0.9983,2,0.1994,0,0,0,0,2,12.09,0.3512,0.0555,0.0081,991,,,,1
POSITIVE,0.9930064976215363,0.993,0,0.0,0,0,0,0,0,15.72,0.2695,0.0444,0.0054,1666,,,,1
POSITIVE,0.4888915419578552,0.4889,0,0.0,0,0,0,0,0,13.96,0.233,0.0503,0.014,1927,,,,1
POSITIVE,0.5147528350353241,0.5148,1,0.0705,0,0,0,0,1,13.92,0.293,0.0455,0.0071,1406,,,,1
POSITIVE,0.9940568506717682,0.9941,0,0.0,0,0,0,0,0,12.63,0.3333,0.0715,0.0064,783,,,,1
POSITIVE,0.9932354986667633,0.9932,2,0.0722,0,0,0,1,1,14.53,0.2217,0.0369,0.0087,2761,,,,1
NEGATIVE,0.9772971868515015,-0.9773,1,0.1468,1,0,0,0,0,12.13,0.3493,0.0735,0.012,667,,,,1
POSITIVE,0.8945201635360718,0.8945,1,0.1616,0,0,0,0,1,14.0,0.4107,0.0731,0.0032,616,,,,1
POSITIVE,0.9741976261138916,0.9742,0,0.0,0,0,0,0,0,7.53,0.4282,0.0596,0.0027,369,,,,1
POSITIVE,0.9945194274187088,0.9945,0,0.0,0,0,0,0,0,14.21,0.2115,0.0897,0.0076,2118,,,,1
POSITIVE,0.1098911464214325,0.1099,0,0.0,0,0,0,0,0,12.12,0.3358,0.0707,0.0029,679,,,,1
POSITIVE,0.9968843758106232,0.9969,0,0.0,0,0,0,0,0,11.42,0.3046,0.0863,0.0092,765,,,,1
NEGATIVE,0.054922014474868774,-0.0549,5,0.2559,4,0,0,1,0,12.05,0.223,0.1001,0.013,1928,,,,1
POSITIVE,0.9992082417011261,0.9992,0,0.0,0,0,0,0,0,8.62,0.424,0.0722,0.0038,526,,,,1
POSITIVE,0.04827949404716492,0.0483,0,0.0,0,0,0,0,0,12.39,0.2197,0.0587,0.0124,2267,,,,1
POSITIVE,0.9909287840127945,0.9909,2,0.1126,0,1,0,1,0,17.48,0.2443,0.0686,0.0051,1748,,,,1
NEGATIVE,0.45316505432128906,-0.4532,5,0.346,0,0,4,0,1,15.77,0.2453,0.0523,0.0153,1435,,,,1
POSITIVE,0.9908731877803802,0.9909,0,0.0,0,0,0,0,0,10.52,0.2379,0.0698,0.011,1820,,,,1
POSITIVE,0.8863872587680817,0.8864,1,0.0527,1,0,0,0,0,13.92,0.239,0.0644,0.0064,1879,,,,1
NEGATIVE,0.8903128951787949,-0.8903,14,0.4461,7,0,5,1,1,14.33,0.1907,0.0871,0.0093,3110,,,,1
POSITIVE,0.9067678302526474,0.9068,4,0.1656,2,0,2,0,0,13.51,0.2304,0.0383,0.0096,2404,,,,1
POSITIVE,0.9892875254154205,0.9893,4,0.1313,2,0,0,1,1,13.99,0.2171,0.0798,0.0116,3021,,,,1
POSITIVE,0.9966015219688416,0.9966,4,0.2946,0,0,1,3,0,10.62,0.2848,0.0732,0.0082,1338,,,,1
POSITIVE,0.9997784495353699,0.9998,0,0.0,0,0,0,0,0,11.9,0.6218,0.0672,0.0,119,,,,1
POSITIVE,0.9997784495353699,0.9998,0,0.0,0,0,0,0,0,11.9,0.6218,0.0672,0.0,119,,,,1
POSITIVE,0.999311089515686,0.9993,0,0.0,0,0,0,0,0,11.06,0.4633,0.096,0.0,177,,,,1
POSITIVE,0.9115459769964218,0.9115,4,0.2787,0,0,2,2,0,16.75,0.2626,0.0541,0.0091,1424,,,,1
POSITIVE,0.9982656836509705,0.9983,0,0.0,0,0,0,0,0,16.62,0.515,0.0827,0.0,266,,,,1
POSITIVE,0.9984884858131409,0.9985,1,0.0769,1,0,0,0,0,10.18,0.2681,0.081,0.0063,1272,,,,1
POSITIVE,0.5521107167005539,0.5521,1,0.0609,0,0,1,0,0,15.57,0.2538,0.0991,0.008,1635,,,,1
POSITIVE,0.9978557229042053,0.9979,0,0.0,0,0,0,0,0,11.88,0.4237,0.0684,0.0,380,,,,1
POSITIVE,0.9833531975746155,0.9834,1,0.1346,0,0,0,0,1,12.49,0.3324,0.0773,0.0068,737,,,,1
POSITIVE,0.9895484447479248,0.9895,1,0.1887,0,0,0,1,0,12.78,0.3721,0.0916,0.0191,524,,,,1
POSITIVE,0.9995412230491638,0.9995,6,0.4777,0,0,1,0,5,11.21,0.2476,0.074,0.0024,1244,,,,1
POSITIVE,0.9983526170253754,0.9984,2,0.3035,1,0,0,0,1,11.42,0.3763,0.0676,0.0046,651,,,,1
NEGATIVE,0.022059902548789978,-0.0221,11,0.6615,1,0,6,3,1,12.87,0.2508,0.0783,0.0061,1635,,,,1
NEGATIVE,0.013776257634162903,-0.0138,1,0.0669,0,0,0,1,0,16.85,0.2825,0.0641,0.0034,1483,,,,1
POSITIVE,0.9907049238681793,0.9907,3,0.406,0,0,0,2,1,9.88,0.3488,0.0876,0.0027,731,,,,1
NEGATIVE,0.28225727876027423,-0.2823,6,0.6601,0,0,1,5,0,12.15,0.3037,0.0712,0.0033,899,,,,1
POSITIVE,0.03299212455749512,0.033,3,0.4104,0,0,1,2,0,10.41,0.3567,0.0617,0.0123,729,,,,1
POSITIVE,0.978131890296936,0.9781,1,0.1007,0,0,0,0,1,18.64,0.3522,0.0678,0.004,988,,,,1
POSITIVE,0.9839295347531637,0.9839,0,0.0,0,0,0,0,0,12.63,0.332,0.066,0.0132,985,,,,1
POSITIVE,0.9996065298716227,0.9996,3,0.3308,0,0,1,1,1,11.51,0.2929,0.0813,0.0122,898,,,,1
POSITIVE,0.9935564597447714,0.9936,0,0.0,0,0,0,0,0,14.69,0.3343,0.0569,0.0051,984,,,,1
POSITIVE,0.9417113810777664,0.9417,7,0.3191,4,0,0,1,2,15.38,0.2074,0.0925,0.0179,2184,,,,1
POSITIVE,0.995745986700058,0.9957,1,0.1458,1,0,0,0,0,15.09,0.3991,0.0692,0.0044,679,,,,1
POSITIVE,0.9041880071163177,0.9042,6,0.4608,1,0,1,4,0,13.02,0.2793,0.0481,0.0085,1289,,,,1
POSITIVE,0.9998701810836792,0.9999,0,0.0,0,0,0,0,0,12.8,0.7969,0.0938,0.0,64,,,,1
POSITIVE,0.9981504678726196,0.9982,2,0.3396,0,0,2,0,0,10.23,0.3619,0.0703,0.0154,583,,,,1
POSITIVE,0.9927322467168173,0.9927,1,0.0868,0,0,1,0,0,11.61,0.3067,0.08,0.0053,1138,,,,1
POSITIVE,0.9899619817733765,0.99,1,0.1647,0,0,0,0,1,9.61,0.3624,0.0738,0.0067,596,,,,1
POSITIVE,0.9913126826286316,0.9913,1,0.1456,0,0,0,1,0,8.08,0.3328,0.0692,0.0103,679,,,,1
POSITIVE,0.9767981618642807,0.9768,3,0.1194,0,0,3,0,0,17.83,0.2328,0.0605,0.0024,2496,,,,1
POSITIVE,0.9898238480091095,0.9898,1,0.1616,0,0,1,0,0,9.3,0.3756,0.0819,0.0161,623,,,,1
POSITIVE,0.9609211285909017,0.9609,1,0.1007,0,0,0,0,1,14.07,0.3208,0.0741,0.0071,985,,,,1
POSITIVE,0.9502140879631042,0.9502,4,0.5355,2,0,0,0,2,8.74,0.3406,0.0613,0.0068,734,,,,1
POSITIVE,0.8397432963053385,0.8397,0,0.0,0,0,0,0,0,12.65,0.3246,0.064,0.0113,1063,,,,1
POSITIVE,0.9940302073955536,0.994,1,0.1404,1,0,0,0,0,11.98,0.3649,0.0679,0.0057,707,,,,1
POSITIVE,0.361004114151001,0.361,1,0.1049,0,0,1,0,0,11.2,0.3129,0.0753,0.0108,930,,,,1
POSITIVE,0.9986396431922913,0.9986,0,0.0,0,0,0,0,0,14.0,0.7054,0.0536,0.0179,112,,,,1
POSITIVE,0.00015842914581298828,0.0002,1,0.1773,0,0,1,0,0,11.74,0.3877,0.0833,0.0163,552,,,,1
POSITIVE,0.9932529479265213,0.9933,8,0.6536,1,0,1,6,0,9.64,0.2947,0.0938,0.0099,1215,,,,1
POSITIVE,0.5131217837333679,0.5131,0,0.0,0,0,0,0,0,11.0,0.2699,0.0659,0.0086,1397,,,,1
POSITIVE,0.8921294808387756,0.8921,1,0.2639,0,0,0,0,1,9.25,0.4027,0.0568,0.0135,370,,,,1
POSITIVE,0.11508199572563171,0.1151,2,0.2642,0,0,0,1,1,10.51,0.311,0.0469,0.0027,746,,,,1
NEGATIVE,0.3321674068768819,-0.3322,0,0.0,0,0,0,0,0,13.82,0.3095,0.06,0.0057,1050,,,,1
POSITIVE,0.339671790599823,0.3397,1,0.1247,0,0,0,0,1,9.77,0.3603,0.043,0.0088,791,,,,1
POSITIVE,0.9950768351554871,0.9951,0,0.0,0,0,0,0,0,7.3,0.726,0.0411,0.0274,73,,,,1
NEGATIVE,0.5332749485969543,-0.5333,1,0.0689,0,0,0,0,1,13.66,0.2334,0.0815,0.009,1448,,,,1
POSITIVE,0.9969461262226105,0.9969,1,0.146,0,0,1,0,0,11.72,0.3897,0.0691,0.0029,680,,,,1
POSITIVE,0.9896617531776428,0.9897,1,0.0692,0,0,1,0,0,13.52,0.291,0.0663,0.0056,1433,,,,1
POSITIVE,0.9925650507211685,0.9926,2,0.0732,0,0,0,1,1,13.23,0.2212,0.0926,0.0063,2712,,,,1
POSITIVE,0.8419823050498962,0.842,12,0.7242,5,0,0,7,0,12.14,0.2447,0.0891,0.0085,1639,,,,1
POSITIVE,0.8221575170755386,0.8222,2,0.1007,0,0,1,1,0,17.22,0.2667,0.0722,0.0106,1980,,,,1
POSITIVE,0.48748692870140076,0.4875,1,0.0749,0,0,0,0,1,13.63,0.2882,0.0734,0.0129,1322,,,,1
NEGATIVE,0.011094719171524048,-0.0111,2,0.2506,0,0,0,0,2,13.66,0.3119,0.0631,0.0215,792,,,,1
POSITIVE,0.9483800381422043,0.9484,2,0.0832,1,0,0,0,1,11.73,0.2184,0.1063,0.008,2381,,,,1
POSITIVE,0.9636095563570658,0.9636,0,0.0,0,0,0,0,0,8.48,0.2943,0.0859,0.0082,1094,,,,1
NEGATIVE,0.0023155808448791504,-0.0023,1,0.0649,0,0,1,0,0,11.94,0.2605,0.0831,0.0072,1528,,,,1
POSITIVE,0.04200202226638794,0.042,0,0.0,0,0,0,0,0,12.08,0.3534,0.0757,0.0168,713,,,,1
POSITIVE,0.0393601655960083,0.0394,0,0.0,0,0,0,0,0,9.42,0.2938,0.0558,0.0171,1290,,,,1
POSITIVE,0.9997692704200745,0.9998,0,0.0,0,0,0,0,0,8.8,0.625,0.0455,0.0,88,,,,1
NEGATIVE,0.9139370918273926,-0.9139,1,0.1548,0,0,0,0,1,13.06,0.3234,0.0844,0.0063,640,,,,1
POSITIVE,0.9943221807479858,0.9943,0,0.0,0,0,0,0,0,9.42,0.5487,0.0708,0.0088,226,,,,1
NEGATIVE,0.7320877313613892,-0.7321,0,0.0,0,0,0,0,0,7.59,0.4045,0.0727,0.0,220,,,,1
POSITIVE,0.9948252042134603,0.9948,5,0.5981,1,1,1,1,1,13.8,0.314,0.1002,0.0085,828,,,,1
POSITIVE,0.9835293740034103,0.9835,8,0.4975,2,0,0,6,0,14.42,0.2561,0.0725,0.01,1601,,,,1
POSITIVE,0.9961559176445007,0.9962,0,0.0,0,0,0,0,0,9.09,0.46,0.0733,0.0,300,,,,1
POSITIVE,0.9674772620201111,0.9675,0,0.0,0,0,0,0,0,10.96,0.2824,0.0653,0.0125,1041,,,,1
POSITIVE,0.5697047263383865,0.5697,2,0.1345,0,0,2,0,0,9.21,0.2751,0.0867,0.015,1465,,,,1
POSITIVE,0.9985547661781311,0.9986,0,0.0,0,0,0,0,0,10.5,0.6825,0.0794,0.0,63,,,,1
NEGATIVE,0.9970205426216125,-0.997,4,3.6364,0,0,1,3,0,15.57,0.6881,0.0734,0.0092,109,,,,1
POSITIVE,0.20241886377334595,0.2024,4,0.2976,2,0,1,1,0,12.72,0.2852,0.0569,0.012,1336,,,,1
POSITIVE,0.4391789635022481,0.4392,2,0.2307,0,0,2,0,0,11.13,0.3174,0.1155,0.0117,857,,,,1
NEGATIVE,0.4161263555288315,-0.4161,6,0.363,0,0,0,2,4,12.71,0.252,0.061,0.0104,1639,,,,1
POSITIVE,0.9369079023599625,0.9369,1,0.0824,0,0,0,1,0,13.14,0.3186,0.0543,0.0033,1196,,,,1
POSITIVE,0.5515702366828918,0.5516,1,0.0558,0,0,0,1,0,16.45,0.256,0.0613,0.0084,1777,,,,1
POSITIVE,0.5098872184753418,0.5099,5,0.2897,0,0,1,1,3,11.54,0.24,0.0597,0.0105,1708,,,,1
POSITIVE,0.9987277984619141,0.9987,4,0.4269,0,0,1,1,2,10.02,0.3015,0.0347,0.0174,922,,,,1
POSITIVE,0.8864474147558212,0.8864,2,0.1171,0,0,1,1,0,16.75,0.2772,0.0615,0.0047,1692,,,,1
NEGATIVE,0.3247353633244832,-0.3247,1,0.1227,0,0,0,0,1,11.5,0.3404,0.087,0.0075,805,,,,1
POSITIVE,0.8995526432991028,0.8996,0,0.0,0,0,0,0,0,9.15,0.5462,0.0756,0.0084,119,,,,1
POSITIVE,0.9956498146057129,0.9956,3,0.3476,0,0,0,1,2,16.8,0.3116,0.0945,0.0058,857,,,,1
POSITIVE,0.999708354473114,0.9997,0,0.0,0,0,0,0,0,11.6,0.7069,0.1034,0.0,58,,,,1
POSITIVE,0.9992270469665527,0.9992,0,0.0,0,0,0,0,0,9.37,0.3848,0.0899,0.0,356,,,,1
POSITIVE,0.9958897233009338,0.9959,0,0.0,0,0,0,0,0,9.45,0.454,0.0669,0.0,359,,,,1
POSITIVE,0.5402738004922867,0.5403,9,0.5178,3,0,0,6,0,13.77,0.2452,0.0825,0.0064,1721,,,,1
POSITIVE,0.9934450387954712,0.9934,0,0.0,0,0,0,0,0,13.72,0.3659,0.0758,0.0044,686,,,,1
POSITIVE,0.9971745014190674,0.9972,0,0.0,0,0,0,0,0,11.66,0.3058,0.0761,0.0049,618,,,,1
POSITIVE,0.9993763566017151,0.9994,0,0.0,0,0,0,0,0,8.3,0.5602,0.0482,0.0,166,,,,1
POSITIVE,0.9964630603790283,0.9965,1,0.0631,0,0,0,0,1,17.2,0.2838,0.0556,0.007,1582,,,,1
POSITIVE,0.9986041386922201,0.9986,3,0.3628,1,0,1,1,0,14.61,0.3289,0.1161,0.0037,818,,,,1
NEGATIVE,0.48715052008628845,-0.4872,2,0.1529,1,0,0,0,1,11.92,0.2727,0.0824,0.0085,1287,,,,1
POSITIVE,0.9956755042076111,0.9957,3,0.3505,1,0,0,2,0,12.2,0.3185,0.0726,0.0105,854,,,,1
POSITIVE,0.9948102235794067,0.9948,0,0.0,0,0,0,0,0,12.0,0.4147,0.0833,0.0078,516,,,,1
NEGATIVE,0.952557235956192,-0.9526,0,0.0,0,0,0,0,0,11.41,0.3202,0.0952,0.0106,662,,,,1
NEGATIVE,0.9282693266868591,-0.9283,3,0.2445,0,0,0,2,1,11.17,0.2613,0.069,0.0197,1217,,,,1
POSITIVE,0.4294347018003464,0.4294,0,0.0,0,0,0,0,0,14.13,0.2369,0.0929,0.0064,2035,,,,1
POSITIVE,0.4294347018003464,0.4294,0,0.0,0,0,0,0,0,14.13,0.2369,0.0929,0.0064,2035,,,,1
POSITIVE,0.45144785940647125,0.4514,4,0.1649,0,2,0,0,2,15.37,0.221,0.0717,0.0108,2398,,,,1
NEGATIVE,0.7564696073532104,-0.7565,6,0.5592,2,0,0,1,3,10.99,0.288,0.0572,0.0141,1066,,,,1
POSITIVE,0.9917178153991699,0.9917,9,0.6642,3,0,0,4,2,12.61,0.2588,0.104,0.0097,1337,,,,1
POSITIVE,0.9978779256343842,0.9979,0,0.0,0,0,0,0,0,12.26,0.4185,0.073,0.0064,466,,,,1
POSITIVE,0.9993535578250885,0.9994,1,0.1812,0,0,0,0,1,10.69,0.3468,0.0771,0.0037,545,,,,1
POSITIVE,0.06816032528877258,0.0682,2,0.2766,0,0,0,1,1,10.59,0.3834,0.1044,0.0014,699,,,,1
POSITIVE,0.5020936876535416,0.5021,1,0.0655,0,0,0,1,0,13.47,0.2452,0.0855,0.006,1509,,,,1
POSITIVE,0.015116512775421143,0.0151,1,0.1876,0,0,1,0,0,9.19,0.416,0.0515,0.0076,524,,,,1
POSITIVE,0.9973709285259247,0.9974,1,0.2092,0,0,1,0,0,11.9,0.4013,0.0819,0.0084,476,,,,1
POSITIVE,0.9922677129507065,0.9923,5,0.2962,0,0,1,2,2,11.75,0.2516,0.0785,0.0072,1669,,,,1
POSITIVE,0.5645651519298553,0.5646,1,0.0615,0,0,1,0,0,10.68,0.2622,0.0574,0.0081,1602,,,,1
POSITIVE,0.9762734174728394,0.9763,0,0.0,0,0,0,0,0,8.47,0.375,0.0972,0.0139,432,,,,1
POSITIVE,0.9923937320709229,0.9924,1,0.2985,0,0,0,1,0,10.19,0.5245,0.0368,0.0061,326,,,,1
NEGATIVE,0.8441911935806274,-0.8442,3,0.6726,0,0,0,3,0,9.8,0.4385,0.058,0.0023,431,,,,1
POSITIVE,0.998612642288208,0.9986,2,0.2829,0,0,1,0,1,10.06,0.3617,0.0778,0.0043,694,,,,1
POSITIVE,0.9983213841915131,0.9983,1,0.1266,0,0,1,0,0,14.5,0.3512,0.0983,0.0089,783,,,,1
POSITIVE,0.9169477224349976,0.9169,0,0.0,0,0,0,0,0,14.46,0.3005,0.0584,0.0069,1301,,,,1
POSITIVE,0.9975478251775106,0.9975,0,0.0,0,0,0,0,0,9.92,0.3274,0.0688,0.0036,843,,,,1
POSITIVE,0.9948160946369171,0.9948,1,0.057,0,0,1,0,0,13.9,0.2591,0.0656,0.0057,1752,,,,1
POSITIVE,0.5159197449684143,0.5159,1,0.0759,0,0,1,0,0,11.22,0.2611,0.086,0.01,1302,,,,1
POSITIVE,0.9713269472122192,0.9713,0,0.0,0,0,0,0,0,11.14,0.391,0.0833,0.0,312,,,,1
POSITIVE,0.9988595247268677,0.9989,0,0.0,0,0,0,0,0,8.85,0.5311,0.0734,0.0,177,,,,1
NEGATIVE,0.004964306950569153,-0.005,2,0.1472,1,0,0,0,1,12.87,0.2952,0.0673,0.0179,1338,,,,1
POSITIVE,0.8929864565531412,0.893,3,0.2667,1,0,0,1,1,11.87,0.2706,0.0735,0.0045,1116,,,,1
POSITIVE,0.49483415484428406,0.4948,7,0.3989,1,0,1,3,2,11.57,0.2391,0.0755,0.0075,1736,,,,1
POSITIVE,0.9967116117477417,0.9967,0,0.0,0,0,0,0,0,9.86,0.4899,0.0348,0.0087,345,,,,1
NEGATIVE,0.019550397992134094,-0.0196,4,0.2368,1,0,0,1,2,13.95,0.2735,0.0657,0.006,1660,,,,1
POSITIVE,0.5076948702335358,0.5077,3,0.2379,0,0,1,0,2,10.25,0.3008,0.0782,0.0097,1240,,,,1
NEGATIVE,0.9121934771537781,-0.9122,1,0.3717,0,0,0,0,1,12.18,0.4552,0.1157,0.0149,268,,,,1
NEGATIVE,0.5059910416603088,-0.506,3,1.7647,0,0,2,1,0,14.08,0.4734,0.0828,0.0178,169,,,,1
POSITIVE,0.9989514350891113,0.999,1,0.303,0,0,1,0,0,13.0,0.4308,0.0738,0.0031,325,,,,1
POSITIVE,0.9545454780260721,0.9545,0,0.0,0,0,0,0,0,12.23,0.2856,0.0739,0.0056,893,,,,1
POSITIVE,0.10517661273479462,0.1052,3,0.2105,1,0,0,2,0,14.0,0.2793,0.0729,0.0121,1400,,,,1
POSITIVE,0.9981980323791504,0.9982,0,0.0,0,0,0,0,0,14.89,0.3293,0.0551,0.0055,908,,,,1
POSITIVE,0.9948726892471313,0.9949,2,0.1751,0,0,1,0,1,10.36,0.3065,0.0558,0.0062,1129,,,,1
POSITIVE,0.3352254231770833,0.3352,4,0.3401,0,0,2,2,0,14.78,0.2774,0.0565,0.0077,1168,,,,1
POSITIVE,0.9985375702381134,0.9985,1,0.1462,1,0,0,0,0,10.92,0.3279,0.1064,0.003,677,,,,1
POSITIVE,0.9811048209667206,0.9811,1,0.0718,0,0,0,0,1,15.14,0.2511,0.0595,0.0051,1378,,,,1
NEGATIVE,0.32353220383326214,-0.3235,11,0.9516,0,0,0,9,2,11.76,0.2936,0.0745,0.0131,1141,,,,1
POSITIVE,0.9960821866989136,0.9961,0,0.0,0,0,0,0,0,9.25,0.2628,0.0705,0.0137,1092,,,,1
NEGATIVE,0.06119464337825775,-0.0612,15,0.6757,1,0,1,12,1,14.44,0.238,0.0701,0.0118,2210,,,,1
POSITIVE,0.9937129418055216,0.9937,2,0.1692,1,0,0,1,0,11.33,0.3231,0.0694,0.0069,1167,,,,1
POSITIVE,0.9546290636062622,0.9546,1,0.2717,0,0,0,1,0,10.56,0.4234,0.0585,0.0195,359,,,,1
POSITIVE,0.9703763922055563,0.9704,0,0.0,0,0,0,0,0,11.03,0.299,0.1091,0.0061,816,,,,1
POSITIVE,0.9953409135341644,0.9953,0,0.0,0,0,0,0,0,10.41,0.3522,0.0714,0.0074,406,,,,1
POSITIVE,0.9585729837417603,0.9586,4,0.4274,0,0,1,3,0,13.08,0.3423,0.0904,0.0054,929,,,,1
POSITIVE,0.5006060004234314,0.5006,0,0.0,0,0,0,0,0,17.56,0.2664,0.0725,0.0047,1475,,,,1
POSITIVE,0.9208909720182419,0.9209,7,0.4685,2,0,2,0,3,11.96,0.2692,0.0619,0.015,1471,,,,1
POSITIVE,0.485216349363327,0.4852,4,0.2347,0,0,1,0,3,11.79,0.2628,0.0795,0.0114,1674,,,,1
POSITIVE,0.04911871254444122,0.0491,6,0.2742,1,0,3,1,1,13.52,0.2484,0.0772,0.0084,2150,,,,1
POSITIVE,0.9801998436450958,0.9802,1,0.1684,0,0,0,1,0,12.29,0.3458,0.0576,0.0085,590,,,,1
NEGATIVE,0.9207088947296143,-0.9207,1,0.4348,0,0,0,1,0,14.06,0.5511,0.0667,0.0044,225,,,,1
NEGATIVE,0.9445297320683798,-0.9445,7,0.6381,2,0,3,1,1,10.75,0.2855,0.0654,0.0157,1086,,,,1
POSITIVE,0.44425757229328156,0.4443,1,0.0802,0,0,1,0,0,10.59,0.268,0.0904,0.0089,1239,,,,1
POSITIVE,0.0455223023891449,0.0455,7,0.2139,0,0,1,3,3,15.01,0.1934,0.0533,0.0177,3227,,,,1
POSITIVE,0.027669712901115417,0.0277,4,0.2313,0,0,2,0,2,15.3,0.2322,0.1062,0.0082,1714,,,,1
POSITIVE,0.9940150380134583,0.994,1,0.1898,0,0,1,0,0,9.47,0.3973,0.0653,0.0096,521,,,,1
POSITIVE,0.001613318920135498,0.0016,0,0.0,0,0,0,0,0,14.2,0.2751,0.0848,0.0093,1392,,,,1
POSITIVE,0.33747092882792157,0.3375,0,0.0,0,0,0,0,0,10.94,0.3266,0.0758,0.01,897,,,,1
POSITIVE,0.9959574788808823,0.996,2,0.1119,1,0,0,0,1,10.65,0.2121,0.0775,0.0175,1768,,,,1
NEGATIVE,0.4625469446182251,-0.4625,3,0.1916,0,0,0,0,3,15.23,0.2646,0.0876,0.0084,1553,,,,1
POSITIVE,0.9755157977342606,0.9755,2,0.1642,0,0,0,1,1,12.46,0.3036,0.0769,0.0091,1209,,,,1
POSITIVE,0.9996384382247925,0.9996,0,0.0,0,0,0,0,0,10.68,0.4926,0.1133,0.0197,203,,,,1
NEGATIVE,0.18181737263997397,-0.1818,1,0.0951,0,0,0,0,1,12.25,0.2795,0.0874,0.0163,1041,,,,1
POSITIVE,0.9394005139668783,0.9394,2,0.2172,0,0,1,1,0,10.99,0.3103,0.0548,0.0088,912,,,,1
POSITIVE,0.9984478950500488,0.9984,0,0.0,0,0,0,0,0,9.69,0.3374,0.0555,0.0046,649,,,,1
POSITIVE,0.986293613910675,0.9863,5,0.4596,2,0,1,2,0,11.43,0.2781,0.0663,0.011,1086,,,,1
POSITIVE,0.33205248912175495,0.3321,5,0.5171,0,0,0,3,2,13.7,0.3128,0.0792,0.0052,959,,,,1
POSITIVE,0.9990947246551514,0.9991,0,0.0,0,0,0,0,0,8.54,0.4682,0.0702,0.0033,299,,,,1
POSITIVE,0.9994459450244904,0.9994,1,0.0773,0,0,0,0,1,11.98,0.2551,0.0671,0.0078,1282,,,,1
POSITIVE,0.053775593638420105,0.0538,10,0.7042,4,0,3,0,3,13.07,0.2408,0.0744,0.0028,1412,,,,1
POSITIVE,0.9950759708881378,0.9951,1,0.0697,0,0,1,0,0,8.86,0.2257,0.0691,0.0049,1418,,,,1
POSITIVE,0.9964836984872818,0.9965,0,0.0,0,0,0,0,0,13.9,0.2437,0.0714,0.0074,1904,,,,1
POSITIVE,0.3619208534558614,0.3619,0,0.0,0,0,0,0,0,12.73,0.2683,0.1024,0.0053,1133,,,,1
POSITIVE,0.49023522436618805,0.4902,2,0.1206,0,0,0,1,1,9.67,0.2117,0.0837,0.0148,1625,,,,1
POSITIVE,0.8701389133930206,0.8701,1,0.134,0,0,0,1,0,12.16,0.2951,0.0889,0.0013,742,,,,1
POSITIVE,0.9990755518277487,0.9991,0,0.0,0,0,0,0,0,14.25,0.3174,0.0549,0.0041,983,,,,1
