slam_name,surface,round_num,best_of,rank,opp_rank,rank_ratio,log_rank_diff,is_underdog,rank_bin,ctfi,upset,surface_Clay,surface_Grass,surface_Hard
Wimbledon,Hard,3.0,5,255.0,91.0,2.802197802197802,5.10594547390058,1,outside100,0,1,0,0,1
Wimbledon,Hard,3.0,5,91.0,255.0,0.3568627450980392,-5.10594547390058,0,top100,0,1,0,0,1
Wimbledon,Hard,3.0,5,61.0,55.0,1.1090909090909091,1.9459101490553132,1,top100,0,1,0,0,1
Wimbledon,Hard,3.0,5,55.0,61.0,0.9016393442622951,-1.9459101490553132,0,top100,0,1,0,0,1
Wimbledon,Hard,3.0,5,6.0,168.0,0.03571428571428571,-5.093750200806762,0,top10,0,0,0,0,1
Wimbledon,Hard,3.0,5,168.0,6.0,28.0,5.093750200806762,1,outside100,0,0,0,0,1
Wimbledon,Hard,3.0,5,12.0,87.0,0.13793103448275862,-4.330733340286331,0,top30,0,0,0,0,1
Wimbledon,Hard,3.0,5,87.0,12.0,7.25,4.330733340286331,1,top100,0,0,0,0,1
Wimbledon,Hard,3.0,5,69.0,54.0,1.2777777777777777,2.772588722239781,1,top100,0,1,0,0,1
Wimbledon,Hard,3.0,5,54.0,69.0,0.782608695652174,-2.772588722239781,0,top100,0,1,0,0,1
Wimbledon,Hard,3.0,5,46.0,92.0,0.5,-3.8501476017100584,0,top100,0,0,0,0,1
Wimbledon,Hard,3.0,5,92.0,46.0,2.0,3.8501476017100584,1,top100,0,0,0,0,1
Wimbledon,Hard,3.0,5,42.0,36.0,1.1666666666666667,1.9459101490553132,1,top100,0,1,0,0,1
Wimbledon,Hard,3.0,5,36.0,42.0,0.8571428571428571,-1.9459101490553132,0,top100,0,1,0,0,1
Wimbledon,Hard,3.0,5,24.0,86.0,0.27906976744186046,-4.143134726391533,0,top30,0,0,0,0,1
Wimbledon,Hard,3.0,5,86.0,24.0,3.5833333333333335,4.143134726391533,1,top100,0,0,0,0,1
Wimbledon,Hard,3.0,5,115.0,117.0,0.9829059829059829,-1.0986122886681098,0,outside100,0,0,0,0,1
Wimbledon,Hard,3.0,5,117.0,115.0,1.017391304347826,1.0986122886681098,1,outside100,0,0,0,0,1
Wimbledon,Hard,3.0,5,225.0,645.0,0.3488372093023256,-6.042632833682381,0,outside100,0,0,0,0,1
Wimbledon,Hard,3.0,5,645.0,225.0,2.8666666666666667,6.042632833682381,1,outside100,0,0,0,0,1
Wimbledon,Hard,3.0,5,19.0,308.0,0.06168831168831169,-5.66988092298052,0,top30,0,0,0,0,1
Wimbledon,Hard,3.0,5,308.0,19.0,16.210526315789473,5.66988092298052,1,outside100,0,0,0,0,1
Wimbledon,Hard,3.0,5,20.0,96.0,0.20833333333333334,-4.343805421853684,0,top30,0,0,0,0,1
Wimbledon,Hard,3.0,5,96.0,20.0,4.8,4.343805421853684,1,top100,0,0,0,0,1
Wimbledon,Hard,3.0,5,51.0,62.0,0.8225806451612904,-2.4849066497880004,0,top100,0,0,0,0,1
Wimbledon,Hard,3.0,5,62.0,51.0,1.2156862745098038,2.4849066497880004,1,top100,0,0,0,0,1
Wimbledon,Hard,3.0,5,99.0,506.0,0.1956521739130435,-6.0112671744041615,0,top100,0,0,0,0,1
Wimbledon,Hard,3.0,5,506.0,99.0,5.111111111111111,6.0112671744041615,1,outside100,0,0,0,0,1
Wimbledon,Hard,3.0,5,103.0,25.0,4.12,4.3694478524670215,1,outside100,0,1,0,0,1
Wimbledon,Hard,3.0,5,25.0,103.0,0.24271844660194175,-4.3694478524670215,0,top30,0,1,0,0,1
Wimbledon,Hard,3.0,5,33.0,95.0,0.3473684210526316,-4.143134726391533,0,top100,0,0,0,0,1
Wimbledon,Hard,3.0,5,95.0,33.0,2.878787878787879,4.143134726391533,1,top100,0,0,0,0,1
Wimbledon,Hard,3.0,5,67.0,222.0,0.30180180180180183,-5.049856007249537,0,top100,0,0,0,0,1
Wimbledon,Hard,3.0,5,222.0,67.0,3.3134328358208953,5.049856007249537,1,outside100,0,0,0,0,1
Wimbledon,Hard,3.0,5,74.0,68.0,1.088235294117647,1.9459101490553132,1,top100,0,1,0,0,1
Wimbledon,Hard,3.0,5,68.0,74.0,0.918918918918919,-1.9459101490553132,0,top100,0,1,0,0,1
Wimbledon,Hard,3.0,5,7.0,105.0,0.06666666666666667,-4.59511985013459,0,top10,0,0,0,0,1
Wimbledon,Hard,3.0,5,105.0,7.0,15.0,4.59511985013459,1,outside100,0,0,0,0,1
Wimbledon,Hard,3.0,5,1.0,121.0,0.008264462809917356,-4.795790545596741,0,top10,1,0,0,0,1
Wimbledon,Hard,3.0,5,121.0,1.0,121.0,4.795790545596741,1,outside100,2,0,0,0,1
Wimbledon,Hard,3.0,5,59.0,44.0,1.3409090909090908,2.772588722239781,1,top100,2,1,0,0,1
Wimbledon,Hard,3.0,5,44.0,59.0,0.7457627118644068,-2.772588722239781,0,top100,1,1,0,0,1
Wimbledon,Hard,3.0,5,52.0,144.0,0.3611111111111111,-4.532599493153256,0,top100,2,0,0,0,1
Wimbledon,Hard,3.0,5,144.0,52.0,2.769230769230769,4.532599493153256,1,outside100,2,0,0,0,1
Wimbledon,Hard,3.0,5,64.0,18.0,3.5555555555555554,3.8501476017100584,1,top100,2,1,0,0,1
Wimbledon,Hard,3.0,5,18.0,64.0,0.28125,-3.8501476017100584,0,top30,1,1,0,0,1
Wimbledon,Hard,3.0,5,14.0,72.0,0.19444444444444445,-4.07753744390572,0,top30,2,0,0,0,1
Wimbledon,Hard,3.0,5,72.0,14.0,5.142857142857143,4.07753744390572,1,top100,1,0,0,0,1
Wimbledon,Hard,3.0,5,22.0,57.0,0.38596491228070173,-3.58351893845611,0,top30,1,0,0,0,1
Wimbledon,Hard,3.0,5,57.0,22.0,2.590909090909091,3.58351893845611,1,top100,2,0,0,0,1
Wimbledon,Hard,3.0,5,56.0,107.0,0.5233644859813084,-3.9512437185814275,0,top100,1,0,0,0,1
Wimbledon,Hard,3.0,5,107.0,56.0,1.9107142857142858,3.9512437185814275,1,outside100,2,0,0,0,1
Wimbledon,Hard,3.0,5,53.0,9.0,5.888888888888889,3.8066624897703196,1,top100,1,1,0,0,1
Wimbledon,Hard,3.0,5,9.0,53.0,0.16981132075471697,-3.8066624897703196,0,top10,1,1,0,0,1
Wimbledon,Hard,3.0,5,3.0,101.0,0.0297029702970297,-4.59511985013459,0,top10,2,0,0,0,1
Wimbledon,Hard,3.0,5,101.0,3.0,33.666666666666664,4.59511985013459,1,outside100,2,0,0,0,1
Wimbledon,Hard,3.0,5,35.0,43.0,0.813953488372093,-2.1972245773362196,0,top100,2,0,0,0,1
Wimbledon,Hard,3.0,5,43.0,35.0,1.2285714285714286,2.1972245773362196,1,top100,0,0,0,0,1
Wimbledon,Hard,3.0,5,37.0,129.0,0.2868217054263566,-4.532599493153256,0,top100,1,0,0,0,1
Wimbledon,Hard,3.0,5,129.0,37.0,3.4864864864864864,4.532599493153256,1,outside100,2,0,0,0,1
Wimbledon,Hard,3.0,5,235.0,80.0,2.9375,5.049856007249537,1,outside100,2,1,0,0,1
Wimbledon,Hard,3.0,5,80.0,235.0,0.3404255319148936,-5.049856007249537,0,top100,2,1,0,0,1
Wimbledon,Hard,3.0,5,13.0,116.0,0.11206896551724138,-4.6443908991413725,0,top30,2,0,0,0,1
Wimbledon,Hard,3.0,5,116.0,13.0,8.923076923076923,4.6443908991413725,1,outside100,1,0,0,0,1
Wimbledon,Hard,3.0,5,28.0,148.0,0.1891891891891892,-4.795790545596741,0,top30,1,0,0,0,1
Wimbledon,Hard,3.0,5,148.0,28.0,5.285714285714286,4.795790545596741,1,outside100,1,0,0,0,1
Wimbledon,Hard,3.0,5,34.0,135.0,0.2518518518518518,-4.624972813284271,0,top100,1,0,0,0,1
Wimbledon,Hard,3.0,5,135.0,34.0,3.9705882352941178,4.624972813284271,1,outside100,2,0,0,0,1
Wimbledon,Hard,3.0,5,8.0,108.0,0.07407407407407407,-4.61512051684126,0,top10,1,0,0,0,1
Wimbledon,Hard,3.0,5,108.0,8.0,13.5,4.61512051684126,1,outside100,1,0,0,0,1
Wimbledon,Hard,3.0,5,21.0,71.0,0.29577464788732394,-3.9318256327243257,0,top30,1,0,0,0,1
Wimbledon,Hard,3.0,5,71.0,21.0,3.380952380952381,3.9318256327243257,1,top100,1,0,0,0,1
Wimbledon,Hard,3.0,5,138.0,63.0,2.1904761904761907,4.330733340286331,1,outside100,2,1,0,0,1
Wimbledon,Hard,3.0,5,63.0,138.0,0.45652173913043476,-4.330733340286331,0,top100,2,1,0,0,1
Wimbledon,Hard,3.0,5,27.0,41.0,0.6585365853658537,-2.70805020110221,0,top30,2,0,0,0,1
Wimbledon,Hard,3.0,5,41.0,27.0,1.5185185185185186,2.70805020110221,1,top100,1,0,0,0,1
Wimbledon,Hard,3.0,5,15.0,47.0,0.3191489361702128,-3.4965075614664802,0,top30,2,0,0,0,1
Wimbledon,Hard,3.0,5,47.0,15.0,3.1333333333333333,3.4965075614664802,1,top100,2,0,0,0,1
Wimbledon,Hard,3.0,5,82.0,73.0,1.1232876712328768,2.302585092994046,1,top100,2,1,0,0,1
Wimbledon,Hard,3.0,5,73.0,82.0,0.8902439024390244,-2.302585092994046,0,top100,2,1,0,0,1
Wimbledon,Hard,3.0,5,40.0,23.0,1.7391304347826086,2.8903717578961645,1,top100,2,1,0,0,1
Wimbledon,Hard,3.0,5,23.0,40.0,0.575,-2.8903717578961645,0,top30,2,1,0,0,1
Wimbledon,Hard,3.0,5,32.0,255.0,0.12549019607843137,-5.4116460518550396,0,top100,1,0,0,0,1
Wimbledon,Hard,3.0,5,255.0,32.0,7.96875,5.4116460518550396,1,outside100,2,0,0,0,1
Wimbledon,Hard,3.0,5,61.0,6.0,10.166666666666666,4.02535169073515,1,top100,1,1,0,0,1
Wimbledon,Hard,3.0,5,6.0,61.0,0.09836065573770492,-4.02535169073515,0,top10,1,1,0,0,1
Wimbledon,Hard,3.0,5,69.0,12.0,5.75,4.060443010546419,1,top100,1,1,0,0,1
Wimbledon,Hard,3.0,5,12.0,69.0,0.17391304347826086,-4.060443010546419,0,top30,1,1,0,0,1
Wimbledon,Hard,3.0,5,42.0,46.0,0.9130434782608695,-1.6094379124341003,0,top100,1,0,0,0,1
Wimbledon,Hard,3.0,5,46.0,42.0,1.0952380952380953,1.6094379124341003,1,top100,1,0,0,0,1
Wimbledon,Hard,3.0,5,115.0,24.0,4.791666666666667,4.5217885770490405,1,outside100,2,1,0,0,1
Wimbledon,Hard,3.0,5,24.0,115.0,0.20869565217391303,-4.5217885770490405,0,top30,2,1,0,0,1
Wimbledon,Hard,3.0,5,19.0,225.0,0.08444444444444445,-5.332718793265369,0,top30,1,0,0,0,1
Wimbledon,Hard,3.0,5,225.0,19.0,11.842105263157896,5.332718793265369,1,outside100,1,0,0,0,1
Wimbledon,Hard,3.0,5,20.0,51.0,0.39215686274509803,-3.4657359027997265,0,top30,1,0,0,0,1
Wimbledon,Hard,3.0,5,51.0,20.0,2.55,3.4657359027997265,1,top100,2,0,0,0,1
Wimbledon,Hard,3.0,5,103.0,99.0,1.0404040404040404,1.6094379124341003,1,outside100,2,1,0,0,1
Wimbledon,Hard,3.0,5,99.0,103.0,0.9611650485436893,-1.6094379124341003,0,top100,1,1,0,0,1
Wimbledon,Hard,3.0,5,33.0,67.0,0.4925373134328358,-3.5553480614894135,0,top100,1,0,0,0,1
Wimbledon,Hard,3.0,5,67.0,33.0,2.0303030303030303,3.5553480614894135,1,top100,2,0,0,0,1
Wimbledon,Hard,3.0,5,7.0,74.0,0.0945945945945946,-4.219507705176107,0,top10,2,0,0,0,1
Wimbledon,Hard,3.0,5,74.0,7.0,10.571428571428571,4.219507705176107,1,top100,2,0,0,0,1
Wimbledon,Hard,3.0,5,1.0,59.0,0.01694915254237288,-4.07753744390572,0,top10,3,0,0,0,1
Wimbledon,Hard,3.0,5,59.0,1.0,59.0,4.07753744390572,1,top100,4,0,0,0,1
Wimbledon,Hard,3.0,5,64.0,52.0,1.2307692307692308,2.5649493574615367,1,top100,4,1,0,0,1
Wimbledon,Hard,3.0,5,52.0,64.0,0.8125,-2.5649493574615367,0,top100,3,1,0,0,1
Wimbledon,Hard,3.0,5,14.0,22.0,0.6363636363636364,-2.1972245773362196,0,top30,4,0,0,0,1
Wimbledon,Hard,3.0,5,22.0,14.0,1.5714285714285714,2.1972245773362196,1,top30,3,0,0,0,1
Wimbledon,Hard,3.0,5,53.0,56.0,0.9464285714285714,-1.3862943611198906,0,top100,2,0,0,0,1
Wimbledon,Hard,3.0,5,56.0,53.0,1.0566037735849056,1.3862943611198906,1,top100,3,0,0,0,1
Wimbledon,Hard,3.0,5,3.0,35.0,0.08571428571428572,-3.4965075614664802,0,top10,4,0,0,0,1
Wimbledon,Hard,3.0,5,35.0,3.0,11.666666666666666,3.4965075614664802,1,top100,4,0,0,0,1
Wimbledon,Hard,3.0,5,37.0,235.0,0.1574468085106383,-5.293304824724492,0,top100,2,0,0,0,1
Wimbledon,Hard,3.0,5,235.0,37.0,6.351351351351352,5.293304824724492,1,outside100,3,0,0,0,1
Wimbledon,Hard,3.0,5,28.0,13.0,2.1538461538461537,2.772588722239781,1,top30,2,1,0,0,1
Wimbledon,Hard,3.0,5,13.0,28.0,0.4642857142857143,-2.772588722239781,0,top30,3,1,0,0,1
Wimbledon,Hard,3.0,5,8.0,34.0,0.23529411764705882,-3.295836866004329,0,top10,3,0,0,0,1
Wimbledon,Hard,3.0,5,34.0,8.0,4.25,3.295836866004329,1,top100,3,0,0,0,1
Wimbledon,Hard,3.0,5,21.0,138.0,0.15217391304347827,-4.770684624465665,0,top30,2,0,0,0,1
Wimbledon,Hard,3.0,5,138.0,21.0,6.571428571428571,4.770684624465665,1,outside100,4,0,0,0,1
Wimbledon,Hard,3.0,5,27.0,15.0,1.8,2.5649493574615367,1,top30,4,1,0,0,1
Wimbledon,Hard,3.0,5,15.0,27.0,0.5555555555555556,-2.5649493574615367,0,top30,3,1,0,0,1
Wimbledon,Hard,3.0,5,40.0,82.0,0.4878048780487805,-3.7612001156935624,0,top100,4,0,0,0,1
Wimbledon,Hard,3.0,5,82.0,40.0,2.05,3.7612001156935624,1,top100,4,0,0,0,1
Wimbledon,Hard,3.0,5,32.0,61.0,0.5245901639344263,-3.4011973816621555,0,top100,2,0,0,0,1
Wimbledon,Hard,3.0,5,61.0,32.0,1.90625,3.4011973816621555,1,top100,3,0,0,0,1
Wimbledon,Hard,3.0,5,69.0,42.0,1.6428571428571428,3.332204510175204,1,top100,2,1,0,0,1
Wimbledon,Hard,3.0,5,42.0,69.0,0.6086956521739131,-3.332204510175204,0,top100,2,1,0,0,1
Wimbledon,Hard,3.0,5,19.0,115.0,0.16521739130434782,-4.574710978503383,0,top30,2,0,0,0,1
Wimbledon,Hard,3.0,5,115.0,19.0,6.052631578947368,4.574710978503383,1,outside100,4,0,0,0,1
Wimbledon,Hard,3.0,5,20.0,103.0,0.1941747572815534,-4.430816798843313,0,top30,3,0,0,0,1
Wimbledon,Hard,3.0,5,103.0,20.0,5.15,4.430816798843313,1,outside100,3,0,0,0,1
Wimbledon,Hard,3.0,5,33.0,7.0,4.714285714285714,3.295836866004329,1,top100,2,1,0,0,1
Wimbledon,Hard,3.0,5,7.0,33.0,0.21212121212121213,-3.295836866004329,0,top10,3,1,0,0,1
Wimbledon,Hard,3.0,5,1.0,64.0,0.015625,-4.1588830833596715,0,top10,5,0,0,0,1
Wimbledon,Hard,3.0,5,64.0,1.0,64.0,4.1588830833596715,1,top100,5,0,0,0,1
Wimbledon,Hard,3.0,5,53.0,14.0,3.7857142857142856,3.6888794541139363,1,top100,4,1,0,0,1
Wimbledon,Hard,3.0,5,14.0,53.0,0.2641509433962264,-3.6888794541139363,0,top30,5,1,0,0,1
Wimbledon,Hard,3.0,5,3.0,37.0,0.08108108108108109,-3.5553480614894135,0,top10,5,0,0,0,1
Wimbledon,Hard,3.0,5,37.0,3.0,12.333333333333334,3.5553480614894135,1,top100,3,0,0,0,1
Wimbledon,Hard,3.0,5,28.0,8.0,3.5,3.044522437723423,1,top30,3,1,0,0,1
Wimbledon,Hard,3.0,5,8.0,28.0,0.2857142857142857,-3.044522437723423,0,top10,4,1,0,0,1
Wimbledon,Hard,3.0,5,21.0,27.0,0.7777777777777778,-1.9459101490553132,0,top30,4,0,0,0,1
Wimbledon,Hard,3.0,5,27.0,21.0,1.2857142857142858,1.9459101490553132,1,top30,5,0,0,0,1
Wimbledon,Hard,3.0,5,32.0,40.0,0.8,-2.1972245773362196,0,top100,3,0,0,0,1
Wimbledon,Hard,3.0,5,40.0,32.0,1.25,2.1972245773362196,1,top100,5,0,0,0,1
Wimbledon,Hard,3.0,5,19.0,69.0,0.2753623188405797,-3.9318256327243257,0,top30,3,0,0,0,1
Wimbledon,Hard,3.0,5,69.0,19.0,3.6315789473684212,3.9318256327243257,1,top100,4,0,0,0,1
Wimbledon,Hard,3.0,5,33.0,20.0,1.65,2.6390573296152584,1,top100,4,1,0,0,1
Wimbledon,Hard,3.0,5,20.0,33.0,0.6060606060606061,-2.6390573296152584,0,top30,5,1,0,0,1
Wimbledon,Hard,5.0,5,1.0,53.0,0.018867924528301886,-3.970291913552122,0,top10,6,0,0,0,1
Wimbledon,Hard,5.0,5,53.0,1.0,53.0,3.970291913552122,1,top100,5,0,0,0,1
Wimbledon,Hard,5.0,5,28.0,3.0,9.333333333333334,3.258096538021482,1,top30,5,1,0,0,1
Wimbledon,Hard,5.0,5,3.0,28.0,0.10714285714285714,-3.258096538021482,0,top10,6,1,0,0,1
Wimbledon,Hard,5.0,5,32.0,21.0,1.5238095238095237,2.4849066497880004,1,top100,5,1,0,0,1
Wimbledon,Hard,5.0,5,21.0,32.0,0.65625,-2.4849066497880004,0,top30,5,1,0,0,1
Wimbledon,Hard,5.0,5,19.0,33.0,0.5757575757575758,-2.70805020110221,0,top30,4,0,0,0,1
Wimbledon,Hard,5.0,5,33.0,19.0,1.736842105263158,2.70805020110221,1,top100,6,0,0,0,1
Wimbledon,Hard,6.0,5,1.0,28.0,0.03571428571428571,-3.332204510175204,0,top10,7,0,0,0,1
Wimbledon,Hard,6.0,5,28.0,1.0,28.0,3.332204510175204,1,top30,7,0,0,0,1
Wimbledon,Hard,6.0,5,32.0,19.0,1.6842105263157894,2.6390573296152584,1,top100,7,1,0,0,1
Wimbledon,Hard,6.0,5,19.0,32.0,0.59375,-2.6390573296152584,0,top30,5,1,0,0,1
Wimbledon,Hard,7.0,5,1.0,32.0,0.03125,-3.4657359027997265,0,top10,9,0,0,0,1
Wimbledon,Hard,7.0,5,32.0,1.0,32.0,3.4657359027997265,1,top100,9,0,0,0,1
US Open,Hard,3.0,5,1.0,79.0,0.012658227848101266,-4.3694478524670215,0,top10,0,0,0,0,1
US Open,Hard,3.0,5,79.0,1.0,79.0,4.3694478524670215,1,top100,0,0,0,0,1
US Open,Hard,3.0,5,52.0,101.0,0.5148514851485149,-3.912023005428146,0,top100,0,0,0,0,1
US Open,Hard,3.0,5,101.0,52.0,1.9423076923076923,3.912023005428146,1,outside100,0,0,0,0,1
US Open,Hard,3.0,5,122.0,46.0,2.652173913043478,4.343805421853684,1,outside100,0,1,0,0,1
US Open,Hard,3.0,5,46.0,122.0,0.3770491803278688,-4.343805421853684,0,top100,0,1,0,0,1
US Open,Hard,3.0,5,30.0,44.0,0.6818181818181818,-2.70805020110221,0,top30,0,0,0,0,1
US Open,Hard,3.0,5,44.0,30.0,1.4666666666666666,2.70805020110221,1,top100,0,0,0,0,1
US Open,Hard,3.0,5,26.0,75.0,0.3466666666666667,-3.912023005428146,0,top30,0,0,0,0,1
US Open,Hard,3.0,5,75.0,26.0,2.8846153846153846,3.912023005428146,1,top100,0,0,0,0,1
US Open,Hard,3.0,5,138.0,134.0,1.0298507462686568,1.6094379124341003,1,outside100,0,1,0,0,1
US Open,Hard,3.0,5,134.0,138.0,0.9710144927536232,-1.6094379124341003,0,outside100,0,1,0,0,1
US Open,Hard,3.0,5,37.0,448.0,0.08258928571428571,-6.021023349349527,0,top100,0,0,0,0,1
US Open,Hard,3.0,5,448.0,37.0,12.108108108108109,6.021023349349527,1,outside100,0,0,0,0,1
US Open,Hard,3.0,5,78.0,16.0,4.875,4.143134726391533,1,top100,0,1,0,0,1
US Open,Hard,3.0,5,16.0,78.0,0.20512820512820512,-4.143134726391533,0,top30,0,1,0,0,1
US Open,Hard,3.0,5,11.0,243.0,0.04526748971193416,-5.4510384535657,0,top30,0,0,0,0,1
US Open,Hard,3.0,5,243.0,11.0,22.09090909090909,5.4510384535657,1,outside100,0,0,0,0,1
US Open,Hard,3.0,5,57.0,92.0,0.6195652173913043,-3.58351893845611,0,top100,0,0,0,0,1
US Open,Hard,3.0,5,92.0,57.0,1.6140350877192982,3.58351893845611,1,top100,0,0,0,0,1
US Open,Hard,3.0,5,100.0,210.0,0.47619047619047616,-4.709530201312334,0,top100,0,0,0,0,1
US Open,Hard,3.0,5,210.0,100.0,2.1,4.709530201312334,1,outside100,0,0,0,0,1
US Open,Hard,3.0,5,28.0,67.0,0.417910447761194,-3.6888794541139363,0,top30,0,0,0,0,1
US Open,Hard,3.0,5,67.0,28.0,2.392857142857143,3.6888794541139363,1,top100,0,0,0,0,1
US Open,Hard,3.0,5,34.0,90.0,0.37777777777777777,-4.04305126783455,0,top100,0,0,0,0,1
US Open,Hard,3.0,5,90.0,34.0,2.6470588235294117,4.04305126783455,1,top100,0,0,0,0,1
US Open,Hard,3.0,5,45.0,95.0,0.47368421052631576,-3.9318256327243257,0,top100,0,0,0,0,1
US Open,Hard,3.0,5,95.0,45.0,2.111111111111111,3.9318256327243257,1,top100,0,0,0,0,1
US Open,Hard,3.0,5,70.0,129.0,0.5426356589147286,-4.0943445622221,0,top100,0,0,0,0,1
US Open,Hard,3.0,5,129.0,70.0,1.8428571428571427,4.0943445622221,1,outside100,0,0,0,0,1
US Open,Hard,3.0,5,6.0,105.0,0.05714285714285714,-4.605170185988092,0,top10,0,0,0,0,1
US Open,Hard,3.0,5,105.0,6.0,17.5,4.605170185988092,1,outside100,0,0,0,0,1
US Open,Hard,3.0,5,3.0,226.0,0.01327433628318584,-5.4116460518550396,0,top10,0,0,0,0,1
US Open,Hard,3.0,5,226.0,3.0,75.33333333333333,5.4116460518550396,1,outside100,0,0,0,0,1
US Open,Hard,3.0,5,186.0,140.0,1.3285714285714285,3.8501476017100584,1,outside100,0,1,0,0,1
US Open,Hard,3.0,5,140.0,186.0,0.7526881720430108,-3.8501476017100584,0,outside100,0,1,0,0,1
US Open,Hard,3.0,5,123.0,119.0,1.0336134453781514,1.6094379124341003,1,outside100,0,1,0,0,1
US Open,Hard,3.0,5,119.0,123.0,0.967479674796748,-1.6094379124341003,0,outside100,0,1,0,0,1
US Open,Hard,3.0,5,32.0,33.0,0.9696969696969697,-0.6931471805599453,0,top100,0,0,0,0,1
US Open,Hard,3.0,5,33.0,32.0,1.03125,0.6931471805599453,1,top100,0,0,0,0,1
US Open,Hard,3.0,5,17.0,98.0,0.17346938775510204,-4.406719247264253,0,top30,0,0,0,0,1
US Open,Hard,3.0,5,98.0,17.0,5.764705882352941,4.406719247264253,1,top100,0,0,0,0,1
US Open,Hard,3.0,5,65.0,188.0,0.34574468085106386,-4.820281565605037,0,top100,0,0,0,0,1
US Open,Hard,3.0,5,188.0,65.0,2.8923076923076922,4.820281565605037,1,outside100,0,0,0,0,1
US Open,Hard,3.0,5,50.0,82.0,0.6097560975609756,-3.4965075614664802,0,top100,0,0,0,0,1
US Open,Hard,3.0,5,82.0,50.0,1.64,3.4965075614664802,1,top100,0,0,0,0,1
US Open,Hard,3.0,5,15.0,214.0,0.07009345794392523,-5.298317366548036,0,top30,0,0,0,0,1
US Open,Hard,3.0,5,214.0,15.0,14.266666666666667,5.298317366548036,1,outside100,0,0,0,0,1
US Open,Hard,3.0,5,49.0,12.0,4.083333333333333,3.6375861597263857,1,top100,0,1,0,0,1
US Open,Hard,3.0,5,12.0,49.0,0.24489795918367346,-3.6375861597263857,0,top30,0,1,0,0,1
US Open,Hard,3.0,5,60.0,74.0,0.8108108108108109,-2.70805020110221,0,top100,0,0,0,0,1
US Open,Hard,3.0,5,74.0,60.0,1.2333333333333334,2.70805020110221,1,top100,0,0,0,0,1
US Open,Hard,3.0,5,61.0,102.0,0.5980392156862745,-3.7376696182833684,0,top100,0,0,0,0,1
US Open,Hard,3.0,5,102.0,61.0,1.6721311475409837,3.7376696182833684,1,outside100,0,0,0,0,1
US Open,Hard,3.0,5,117.0,18.0,6.5,4.605170185988092,1,outside100,0,1,0,0,1
US Open,Hard,3.0,5,18.0,117.0,0.15384615384615385,-4.605170185988092,0,top30,0,1,0,0,1
US Open,Hard,3.0,5,168.0,29.0,5.793103448275862,4.941642422609304,1,outside100,0,1,0,0,1
US Open,Hard,3.0,5,29.0,168.0,0.17261904761904762,-4.941642422609304,0,top30,0,1,0,0,1
US Open,Hard,3.0,5,76.0,155.0,0.49032258064516127,-4.382026634673881,0,top100,0,0,0,0,1
US Open,Hard,3.0,5,155.0,76.0,2.039473684210526,4.382026634673881,1,outside100,0,0,0,0,1
US Open,Hard,3.0,5,89.0,85.0,1.0470588235294118,1.6094379124341003,1,top100,0,1,0,0,1
US Open,Hard,3.0,5,85.0,89.0,0.9550561797752809,-1.6094379124341003,0,top100,0,1,0,0,1
US Open,Hard,3.0,5,41.0,9.0,4.555555555555555,3.4965075614664802,1,top100,0,1,0,0,1
US Open,Hard,3.0,5,9.0,41.0,0.21951219512195122,-3.4965075614664802,0,top10,0,1,0,0,1
US Open,Hard,3.0,5,5.0,56.0,0.08928571428571429,-3.9512437185814275,0,top10,0,0,0,0,1
US Open,Hard,3.0,5,56.0,5.0,11.2,3.9512437185814275,1,top100,0,0,0,0,1
US Open,Hard,3.0,5,190.0,48.0,3.9583333333333335,4.962844630259907,1,outside100,0,1,0,0,1
US Open,Hard,3.0,5,48.0,190.0,0.25263157894736843,-4.962844630259907,0,top100,0,1,0,0,1
US Open,Hard,3.0,5,64.0,225.0,0.28444444444444444,-5.087596335232384,0,top100,0,0,0,0,1
US Open,Hard,3.0,5,225.0,64.0,3.515625,5.087596335232384,1,outside100,0,0,0,0,1
US Open,Hard,3.0,5,27.0,130.0,0.2076923076923077,-4.6443908991413725,0,top30,0,0,0,0,1
US Open,Hard,3.0,5,130.0,27.0,4.814814814814815,4.6443908991413725,1,outside100,0,0,0,0,1
US Open,Hard,3.0,5,40.0,21.0,1.9047619047619047,2.995732273553991,1,top100,0,1,0,0,1
US Open,Hard,3.0,5,21.0,40.0,0.525,-2.995732273553991,0,top30,0,1,0,0,1
US Open,Hard,3.0,5,94.0,83.0,1.1325301204819278,2.4849066497880004,1,top100,0,1,0,0,1
US Open,Hard,3.0,5,83.0,94.0,0.8829787234042553,-2.4849066497880004,0,top100,0,1,0,0,1
US Open,Hard,3.0,5,97.0,84.0,1.1547619047619047,2.6390573296152584,1,top100,0,1,0,0,1
US Open,Hard,3.0,5,84.0,97.0,0.865979381443299,-2.6390573296152584,0,top100,0,1,0,0,1
US Open,Hard,3.0,5,8.0,136.0,0.058823529411764705,-4.859812404361672,0,top10,0,0,0,0,1
US Open,Hard,3.0,5,136.0,8.0,17.0,4.859812404361672,1,outside100,0,0,0,0,1
US Open,Hard,3.0,5,14.0,63.0,0.2222222222222222,-3.912023005428146,0,top30,0,0,0,0,1
US Open,Hard,3.0,5,63.0,14.0,4.5,3.912023005428146,1,top100,0,0,0,0,1
US Open,Hard,3.0,5,39.0,187.0,0.20855614973262032,-5.003946305945459,0,top100,0,0,0,0,1
US Open,Hard,3.0,5,187.0,39.0,4.794871794871795,5.003946305945459,1,outside100,0,0,0,0,1
